% Model,COMSOL_Bitter_Coils_01.mph,
2.48E-05,7.62E-05,5.71E+08
4.96E-05,1.02E-04,5.71E+08
7.44E-05,1.27E-04,5.70E+08
9.92E-05,1.52E-04,5.69E+08
-2.48E-05,7.62E-05,5.73E+08
-1.31E-15,1.02E-04,5.72E+08
2.48E-05,1.27E-04,5.71E+08
4.96E-05,1.52E-04,5.71E+08
-4.96E-05,1.02E-04,5.74E+08
-2.48E-05,1.27E-04,5.73E+08
-1.31E-15,1.52E-04,5.72E+08
-7.44E-05,1.27E-04,5.75E+08
-4.96E-05,1.52E-04,5.74E+08
-9.92E-05,1.52E-04,5.75E+08
-1.31E-15,3.05E-04,5.72E+08
-2.48E-05,2.79E-04,5.73E+08
-4.96E-05,2.54E-04,5.74E+08
-7.44E-05,2.29E-04,5.74E+08
-9.92E-05,2.03E-04,5.75E+08
-1.24E-04,1.78E-04,5.76E+08
2.48E-05,2.79E-04,5.71E+08
-1.31E-15,2.54E-04,5.72E+08
-2.48E-05,2.29E-04,5.73E+08
-4.96E-05,2.03E-04,5.74E+08
-7.44E-05,1.78E-04,5.75E+08
4.96E-05,2.54E-04,5.70E+08
2.48E-05,2.29E-04,5.71E+08
-1.31E-15,2.03E-04,5.72E+08
-2.48E-05,1.78E-04,5.73E+08
7.44E-05,2.29E-04,5.70E+08
4.96E-05,2.03E-04,5.71E+08
2.48E-05,1.78E-04,5.71E+08
9.92E-05,2.03E-04,5.69E+08
7.44E-05,1.78E-04,5.70E+08
1.24E-04,1.78E-04,5.68E+08
-1.49E-04,2.03E-04,5.76E+08
-1.24E-04,2.29E-04,5.76E+08
-9.92E-05,2.54E-04,5.75E+08
-7.44E-05,2.79E-04,5.74E+08
-4.96E-05,3.05E-04,5.73E+08
-1.74E-04,2.29E-04,5.77E+08
-1.49E-04,2.54E-04,5.76E+08
-1.24E-04,2.79E-04,5.76E+08
-9.92E-05,3.05E-04,5.75E+08
-1.98E-04,2.54E-04,5.78E+08
-1.74E-04,2.79E-04,5.77E+08
-1.49E-04,3.05E-04,5.76E+08
-2.23E-04,2.79E-04,5.79E+08
-1.98E-04,3.05E-04,5.78E+08
-2.48E-04,3.05E-04,5.79E+08
1.74E-04,1.27E-04,5.67E+08
1.49E-04,1.02E-04,5.67E+08
1.24E-04,7.62E-05,5.68E+08
9.92E-05,5.08E-05,5.69E+08
7.44E-05,2.54E-05,5.70E+08
4.96E-05,-5.99E-15,5.70E+08
1.98E-04,1.02E-04,5.66E+08
1.74E-04,7.62E-05,5.67E+08
1.49E-04,5.08E-05,5.67E+08
1.24E-04,2.54E-05,5.68E+08
9.92E-05,-5.99E-15,5.69E+08
2.23E-04,7.62E-05,5.65E+08
1.98E-04,5.08E-05,5.66E+08
1.74E-04,2.54E-05,5.67E+08
1.49E-04,-5.99E-15,5.67E+08
2.48E-04,5.08E-05,5.65E+08
2.23E-04,2.54E-05,5.65E+08
1.98E-04,-5.99E-15,5.66E+08
2.73E-04,2.54E-05,5.64E+08
2.48E-04,-5.99E-15,5.65E+08
2.98E-04,-5.99E-15,5.63E+08
3.22E-04,2.54E-05,5.63E+08
3.47E-04,5.08E-05,5.62E+08
3.72E-04,7.62E-05,5.62E+08
3.97E-04,1.02E-04,5.61E+08
4.22E-04,1.27E-04,5.60E+08
4.46E-04,1.52E-04,5.60E+08
2.98E-04,5.08E-05,5.64E+08
3.22E-04,7.62E-05,5.63E+08
3.47E-04,1.02E-04,5.62E+08
3.72E-04,1.27E-04,5.62E+08
3.97E-04,1.52E-04,5.61E+08
2.73E-04,7.62E-05,5.64E+08
2.98E-04,1.02E-04,5.64E+08
3.22E-04,1.27E-04,5.63E+08
3.47E-04,1.52E-04,5.62E+08
2.48E-04,1.02E-04,5.65E+08
2.73E-04,1.27E-04,5.64E+08
2.98E-04,1.52E-04,5.64E+08
2.23E-04,1.27E-04,5.66E+08
2.48E-04,1.52E-04,5.65E+08
1.98E-04,1.52E-04,5.66E+08
1.74E-04,1.78E-04,5.67E+08
1.98E-04,2.03E-04,5.66E+08
2.23E-04,2.29E-04,5.65E+08
2.48E-04,2.54E-04,5.65E+08
2.73E-04,2.79E-04,5.64E+08
2.98E-04,3.05E-04,5.63E+08
1.49E-04,2.03E-04,5.67E+08
1.74E-04,2.29E-04,5.67E+08
1.98E-04,2.54E-04,5.66E+08
2.23E-04,2.79E-04,5.65E+08
2.48E-04,3.05E-04,5.64E+08
1.24E-04,2.29E-04,5.68E+08
1.49E-04,2.54E-04,5.67E+08
1.74E-04,2.79E-04,5.67E+08
1.98E-04,3.05E-04,5.66E+08
9.92E-05,2.54E-04,5.69E+08
1.24E-04,2.79E-04,5.68E+08
1.49E-04,3.05E-04,5.67E+08
7.44E-05,2.79E-04,5.69E+08
9.92E-05,3.05E-04,5.69E+08
4.96E-05,3.05E-04,5.70E+08
3.22E-04,2.79E-04,5.63E+08
2.98E-04,2.54E-04,5.64E+08
2.73E-04,2.29E-04,5.64E+08
2.48E-04,2.03E-04,5.65E+08
2.23E-04,1.78E-04,5.66E+08
3.47E-04,2.54E-04,5.62E+08
3.22E-04,2.29E-04,5.63E+08
2.98E-04,2.03E-04,5.64E+08
2.73E-04,1.78E-04,5.64E+08
3.72E-04,2.29E-04,5.61E+08
3.47E-04,2.03E-04,5.62E+08
3.22E-04,1.78E-04,5.63E+08
3.97E-04,2.03E-04,5.61E+08
3.72E-04,1.78E-04,5.62E+08
4.22E-04,1.78E-04,5.60E+08
4.71E-04,1.27E-04,5.59E+08
4.46E-04,1.02E-04,5.60E+08
4.22E-04,7.62E-05,5.60E+08
3.97E-04,5.08E-05,5.61E+08
3.72E-04,2.54E-05,5.62E+08
3.47E-04,-5.99E-15,5.62E+08
4.96E-04,1.02E-04,5.58E+08
4.71E-04,7.62E-05,5.59E+08
4.46E-04,5.08E-05,5.60E+08
4.22E-04,2.54E-05,5.60E+08
3.97E-04,-5.99E-15,5.61E+08
5.21E-04,7.62E-05,5.58E+08
4.96E-04,5.08E-05,5.58E+08
4.71E-04,2.54E-05,5.59E+08
4.46E-04,-5.99E-15,5.60E+08
5.46E-04,5.08E-05,5.57E+08
5.21E-04,2.54E-05,5.58E+08
4.96E-04,-5.99E-15,5.58E+08
5.71E-04,2.54E-05,5.56E+08
5.46E-04,-5.99E-15,5.57E+08
5.95E-04,-5.99E-15,5.56E+08
6.20E-04,2.54E-05,5.55E+08
6.45E-04,5.08E-05,5.54E+08
6.70E-04,7.62E-05,5.54E+08
6.95E-04,1.02E-04,5.53E+08
7.19E-04,1.27E-04,5.53E+08
7.44E-04,1.52E-04,5.52E+08
5.95E-04,5.08E-05,5.56E+08
6.20E-04,7.62E-05,5.55E+08
6.45E-04,1.02E-04,5.55E+08
6.70E-04,1.27E-04,5.54E+08
6.95E-04,1.52E-04,5.53E+08
5.71E-04,7.62E-05,5.56E+08
5.95E-04,1.02E-04,5.56E+08
6.20E-04,1.27E-04,5.55E+08
6.45E-04,1.52E-04,5.55E+08
5.46E-04,1.02E-04,5.57E+08
5.71E-04,1.27E-04,5.56E+08
5.95E-04,1.52E-04,5.56E+08
5.21E-04,1.27E-04,5.58E+08
5.46E-04,1.52E-04,5.57E+08
4.96E-04,1.52E-04,5.58E+08
5.95E-04,3.05E-04,5.56E+08
5.71E-04,2.79E-04,5.56E+08
5.46E-04,2.54E-04,5.57E+08
5.21E-04,2.29E-04,5.57E+08
4.96E-04,2.03E-04,5.58E+08
4.71E-04,1.78E-04,5.59E+08
6.20E-04,2.79E-04,5.55E+08
5.95E-04,2.54E-04,5.56E+08
5.71E-04,2.29E-04,5.56E+08
5.46E-04,2.03E-04,5.57E+08
5.21E-04,1.78E-04,5.58E+08
6.45E-04,2.54E-04,5.54E+08
6.20E-04,2.29E-04,5.55E+08
5.95E-04,2.03E-04,5.56E+08
5.71E-04,1.78E-04,5.56E+08
6.70E-04,2.29E-04,5.54E+08
6.45E-04,2.03E-04,5.55E+08
6.20E-04,1.78E-04,5.55E+08
6.95E-04,2.03E-04,5.53E+08
6.70E-04,1.78E-04,5.54E+08
7.19E-04,1.78E-04,5.53E+08
4.46E-04,2.03E-04,5.59E+08
4.71E-04,2.29E-04,5.59E+08
4.96E-04,2.54E-04,5.58E+08
5.21E-04,2.79E-04,5.57E+08
5.46E-04,3.05E-04,5.57E+08
4.22E-04,2.29E-04,5.60E+08
4.46E-04,2.54E-04,5.59E+08
4.71E-04,2.79E-04,5.59E+08
4.96E-04,3.05E-04,5.58E+08
3.97E-04,2.54E-04,5.61E+08
4.22E-04,2.79E-04,5.60E+08
4.46E-04,3.05E-04,5.59E+08
3.72E-04,2.79E-04,5.61E+08
3.97E-04,3.05E-04,5.61E+08
3.47E-04,3.05E-04,5.62E+08
7.69E-04,1.27E-04,5.51E+08
7.44E-04,1.02E-04,5.52E+08
7.19E-04,7.62E-05,5.53E+08
6.95E-04,5.08E-05,5.53E+08
6.70E-04,2.54E-05,5.54E+08
6.45E-04,-5.99E-15,5.54E+08
7.94E-04,1.02E-04,5.51E+08
7.69E-04,7.62E-05,5.51E+08
7.44E-04,5.08E-05,5.52E+08
7.19E-04,2.54E-05,5.53E+08
6.95E-04,-5.99E-15,5.53E+08
8.19E-04,7.62E-05,5.50E+08
7.94E-04,5.08E-05,5.51E+08
7.69E-04,2.54E-05,5.51E+08
7.44E-04,-5.99E-15,5.52E+08
8.43E-04,5.08E-05,5.50E+08
8.19E-04,2.54E-05,5.50E+08
7.94E-04,-5.99E-15,5.51E+08
8.68E-04,2.54E-05,5.49E+08
8.43E-04,-5.99E-15,5.49E+08
8.93E-04,-5.99E-15,5.49E+08
9.18E-04,2.54E-05,5.48E+08
9.43E-04,5.08E-05,5.48E+08
9.67E-04,7.62E-05,5.47E+08
9.92E-04,1.02E-04,5.47E+08
0.001016992,1.27E-04,5.46E+08
0.001041797,1.52E-04,5.46E+08
8.93E-04,5.08E-05,5.49E+08
9.18E-04,7.62E-05,5.48E+08
9.43E-04,1.02E-04,5.48E+08
9.67E-04,1.27E-04,5.47E+08
9.92E-04,1.52E-04,5.47E+08
8.68E-04,7.62E-05,5.49E+08
8.93E-04,1.02E-04,5.49E+08
9.18E-04,1.27E-04,5.48E+08
9.43E-04,1.52E-04,5.48E+08
8.43E-04,1.02E-04,5.50E+08
8.68E-04,1.27E-04,5.49E+08
8.93E-04,1.52E-04,5.49E+08
8.19E-04,1.27E-04,5.50E+08
8.43E-04,1.52E-04,5.50E+08
7.94E-04,1.52E-04,5.51E+08
7.69E-04,1.78E-04,5.51E+08
7.94E-04,2.03E-04,5.51E+08
8.19E-04,2.29E-04,5.50E+08
8.43E-04,2.54E-04,5.50E+08
8.68E-04,2.79E-04,5.49E+08
8.93E-04,3.05E-04,5.49E+08
7.44E-04,2.03E-04,5.52E+08
7.69E-04,2.29E-04,5.51E+08
7.94E-04,2.54E-04,5.51E+08
8.19E-04,2.79E-04,5.50E+08
8.43E-04,3.05E-04,5.50E+08
7.19E-04,2.29E-04,5.53E+08
7.44E-04,2.54E-04,5.52E+08
7.69E-04,2.79E-04,5.51E+08
7.94E-04,3.05E-04,5.51E+08
6.95E-04,2.54E-04,5.53E+08
7.19E-04,2.79E-04,5.53E+08
7.44E-04,3.05E-04,5.52E+08
6.70E-04,2.79E-04,5.54E+08
6.95E-04,3.05E-04,5.53E+08
6.45E-04,3.05E-04,5.54E+08
9.18E-04,2.79E-04,5.48E+08
8.93E-04,2.54E-04,5.49E+08
8.68E-04,2.29E-04,5.49E+08
8.43E-04,2.03E-04,5.50E+08
8.19E-04,1.78E-04,5.50E+08
9.43E-04,2.54E-04,5.48E+08
9.18E-04,2.29E-04,5.48E+08
8.93E-04,2.03E-04,5.49E+08
8.68E-04,1.78E-04,5.49E+08
9.67E-04,2.29E-04,5.47E+08
9.43E-04,2.03E-04,5.48E+08
9.18E-04,1.78E-04,5.48E+08
9.92E-04,2.03E-04,5.47E+08
9.67E-04,1.78E-04,5.47E+08
0.001016992,1.78E-04,5.46E+08
0.001066602,1.27E-04,5.45E+08
0.001041797,1.02E-04,5.46E+08
0.001016992,7.62E-05,5.46E+08
9.92E-04,5.08E-05,5.47E+08
9.67E-04,2.54E-05,5.47E+08
9.43E-04,-5.99E-15,5.48E+08
0.001091406,1.02E-04,5.45E+08
0.001066602,7.62E-05,5.45E+08
0.001041797,5.08E-05,5.46E+08
0.001016992,2.54E-05,5.46E+08
9.92E-04,-5.99E-15,5.47E+08
0.001116211,7.62E-05,5.44E+08
0.001091406,5.08E-05,5.44E+08
0.001066602,2.54E-05,5.45E+08
0.001041797,-5.99E-15,5.46E+08
0.001141016,5.08E-05,5.43E+08
0.001116211,2.54E-05,5.44E+08
0.001091406,-6.00E-15,5.44E+08
0.00116582,2.54E-05,5.43E+08
0.001141016,-6.00E-15,5.43E+08
0.001190625,-6.00E-15,5.42E+08
0.00121543,2.54E-05,5.42E+08
0.001240234,5.08E-05,5.41E+08
0.001265039,7.62E-05,5.41E+08
0.001289844,1.02E-04,5.40E+08
0.001314648,1.27E-04,5.40E+08
0.001339453,1.52E-04,5.39E+08
0.001190625,5.08E-05,5.43E+08
0.00121543,7.62E-05,5.42E+08
0.001240234,1.02E-04,5.42E+08
0.001265039,1.27E-04,5.41E+08
0.001289844,1.52E-04,5.41E+08
0.00116582,7.62E-05,5.43E+08
0.001190625,1.02E-04,5.43E+08
0.00121543,1.27E-04,5.42E+08
0.001240234,1.52E-04,5.42E+08
0.001141016,1.02E-04,5.44E+08
0.00116582,1.27E-04,5.43E+08
0.001190625,1.52E-04,5.43E+08
0.001116211,1.27E-04,5.44E+08
0.001141016,1.52E-04,5.44E+08
0.001091406,1.52E-04,5.45E+08
0.001190625,3.05E-04,5.42E+08
0.00116582,2.79E-04,5.43E+08
0.001141016,2.54E-04,5.43E+08
0.001116211,2.29E-04,5.44E+08
0.001091406,2.03E-04,5.45E+08
0.001066602,1.78E-04,5.45E+08
0.00121543,2.79E-04,5.42E+08
0.001190625,2.54E-04,5.43E+08
0.00116582,2.29E-04,5.43E+08
0.001141016,2.03E-04,5.44E+08
0.001116211,1.78E-04,5.44E+08
0.001240234,2.54E-04,5.41E+08
0.00121543,2.29E-04,5.42E+08
0.001190625,2.03E-04,5.43E+08
0.00116582,1.78E-04,5.43E+08
0.001265039,2.29E-04,5.41E+08
0.001240234,2.03E-04,5.42E+08
0.00121543,1.78E-04,5.42E+08
0.001289844,2.03E-04,5.40E+08
0.001265039,1.78E-04,5.41E+08
0.001314648,1.78E-04,5.40E+08
0.001041797,2.03E-04,5.46E+08
0.001066602,2.29E-04,5.45E+08
0.001091406,2.54E-04,5.44E+08
0.001116211,2.79E-04,5.44E+08
0.001141016,3.05E-04,5.43E+08
0.001016992,2.29E-04,5.46E+08
0.001041797,2.54E-04,5.45E+08
0.001066602,2.79E-04,5.45E+08
0.001091406,3.05E-04,5.44E+08
9.92E-04,2.54E-04,5.47E+08
0.001016992,2.79E-04,5.46E+08
0.001041797,3.05E-04,5.45E+08
9.67E-04,2.79E-04,5.47E+08
9.92E-04,3.05E-04,5.47E+08
9.43E-04,3.05E-04,5.48E+08
0.001364258,1.27E-04,5.39E+08
0.001339453,1.02E-04,5.39E+08
0.001314648,7.62E-05,5.40E+08
0.001289844,5.08E-05,5.40E+08
0.001265039,2.54E-05,5.41E+08
0.001240234,-6.00E-15,5.41E+08
0.001389062,1.02E-04,5.38E+08
0.001364258,7.62E-05,5.39E+08
0.001339453,5.08E-05,5.39E+08
0.001314648,2.54E-05,5.40E+08
0.001289844,-6.00E-15,5.40E+08
0.001413867,7.62E-05,5.38E+08
0.001389062,5.08E-05,5.38E+08
0.001364258,2.54E-05,5.39E+08
0.001339453,-6.00E-15,5.39E+08
0.001438672,5.08E-05,5.38E+08
0.001413867,2.54E-05,5.38E+08
0.001389062,-6.00E-15,5.38E+08
0.001463477,2.54E-05,5.37E+08
0.001438672,-6.00E-15,5.38E+08
0.001488281,-6.00E-15,5.37E+08
0.001513086,2.54E-05,5.36E+08
0.001537891,5.08E-05,5.36E+08
0.001562695,7.62E-05,5.36E+08
0.0015875,1.02E-04,5.35E+08
0.001612305,1.27E-04,5.35E+08
0.001637109,1.52E-04,5.34E+08
0.001488281,5.08E-05,5.37E+08
0.001513086,7.62E-05,5.36E+08
0.001537891,1.02E-04,5.36E+08
0.001562695,1.27E-04,5.36E+08
0.0015875,1.52E-04,5.35E+08
0.001463477,7.62E-05,5.37E+08
0.001488281,1.02E-04,5.37E+08
0.001513086,1.27E-04,5.37E+08
0.001537891,1.52E-04,5.36E+08
0.001438672,1.02E-04,5.38E+08
0.001463477,1.27E-04,5.37E+08
0.001488281,1.52E-04,5.37E+08
0.001413867,1.27E-04,5.38E+08
0.001438672,1.52E-04,5.38E+08
0.001389062,1.52E-04,5.39E+08
0.001364258,1.78E-04,5.39E+08
0.001389062,2.03E-04,5.38E+08
0.001413867,2.29E-04,5.38E+08
0.001438672,2.54E-04,5.38E+08
0.001463477,2.79E-04,5.37E+08
0.001488281,3.05E-04,5.37E+08
0.001339453,2.03E-04,5.39E+08
0.001364258,2.29E-04,5.39E+08
0.001389062,2.54E-04,5.38E+08
0.001413867,2.79E-04,5.38E+08
0.001438672,3.05E-04,5.38E+08
0.001314648,2.29E-04,5.40E+08
0.001339453,2.54E-04,5.39E+08
0.001364258,2.79E-04,5.39E+08
0.001389062,3.05E-04,5.38E+08
0.001289844,2.54E-04,5.40E+08
0.001314648,2.79E-04,5.40E+08
0.001339453,3.05E-04,5.39E+08
0.001265039,2.79E-04,5.41E+08
0.001289844,3.05E-04,5.40E+08
0.001240234,3.05E-04,5.41E+08
0.001513086,2.79E-04,5.36E+08
0.001488281,2.54E-04,5.37E+08
0.001463477,2.29E-04,5.37E+08
0.001438672,2.03E-04,5.38E+08
0.001413867,1.78E-04,5.38E+08
0.001537891,2.54E-04,5.36E+08
0.001513086,2.29E-04,5.36E+08
0.001488281,2.03E-04,5.37E+08
0.001463477,1.78E-04,5.37E+08
0.001562695,2.29E-04,5.36E+08
0.001537891,2.03E-04,5.36E+08
0.001513086,1.78E-04,5.37E+08
0.0015875,2.03E-04,5.35E+08
0.001562695,1.78E-04,5.36E+08
0.001612305,1.78E-04,5.35E+08
0.001661914,1.27E-04,5.34E+08
0.001637109,1.02E-04,5.34E+08
0.001612305,7.62E-05,5.35E+08
0.0015875,5.08E-05,5.35E+08
0.001562695,2.54E-05,5.36E+08
0.001537891,-6.00E-15,5.36E+08
0.001686719,1.02E-04,5.34E+08
0.001661914,7.62E-05,5.34E+08
0.001637109,5.08E-05,5.34E+08
0.001612305,2.54E-05,5.35E+08
0.0015875,-6.00E-15,5.35E+08
0.001711523,7.62E-05,5.33E+08
0.001686719,5.08E-05,5.34E+08
0.001661914,2.54E-05,5.34E+08
0.001637109,-6.00E-15,5.34E+08
0.001736328,5.08E-05,5.33E+08
0.001711523,2.54E-05,5.33E+08
0.001686719,-6.00E-15,5.34E+08
0.001761133,2.54E-05,5.32E+08
0.001736328,-6.00E-15,5.33E+08
0.001785937,-6.00E-15,5.32E+08
0.001810742,2.54E-05,5.32E+08
0.001835547,5.08E-05,5.32E+08
0.001860352,7.62E-05,5.31E+08
0.001885156,1.02E-04,5.31E+08
0.001909961,1.27E-04,5.31E+08
0.001934766,1.52E-04,5.30E+08
0.001785937,5.08E-05,5.32E+08
0.001810742,7.62E-05,5.32E+08
0.001835547,1.02E-04,5.32E+08
0.001860352,1.27E-04,5.31E+08
0.001885156,1.52E-04,5.31E+08
0.001761133,7.62E-05,5.33E+08
0.001785937,1.02E-04,5.32E+08
0.001810742,1.27E-04,5.32E+08
0.001835547,1.52E-04,5.32E+08
0.001736328,1.02E-04,5.33E+08
0.001761133,1.27E-04,5.33E+08
0.001785937,1.52E-04,5.32E+08
0.001711523,1.27E-04,5.33E+08
0.001736328,1.52E-04,5.33E+08
0.001686719,1.52E-04,5.34E+08
0.001785937,3.05E-04,5.32E+08
0.001761133,2.79E-04,5.32E+08
0.001736328,2.54E-04,5.33E+08
0.001711523,2.29E-04,5.33E+08
0.001686719,2.03E-04,5.33E+08
0.001661914,1.78E-04,5.34E+08
0.001810742,2.79E-04,5.32E+08
0.001785937,2.54E-04,5.32E+08
0.001761133,2.29E-04,5.33E+08
0.001736328,2.03E-04,5.33E+08
0.001711523,1.78E-04,5.33E+08
0.001835547,2.54E-04,5.32E+08
0.001810742,2.29E-04,5.32E+08
0.001785937,2.03E-04,5.32E+08
0.001761133,1.78E-04,5.33E+08
0.001860352,2.29E-04,5.31E+08
0.001835547,2.03E-04,5.32E+08
0.001810742,1.78E-04,5.32E+08
0.001885156,2.03E-04,5.31E+08
0.001860352,1.78E-04,5.31E+08
0.001909961,1.78E-04,5.31E+08
0.001637109,2.03E-04,5.34E+08
0.001661914,2.29E-04,5.34E+08
0.001686719,2.54E-04,5.33E+08
0.001711523,2.79E-04,5.33E+08
0.001736328,3.05E-04,5.33E+08
0.001612305,2.29E-04,5.35E+08
0.001637109,2.54E-04,5.34E+08
0.001661914,2.79E-04,5.34E+08
0.001686719,3.05E-04,5.33E+08
0.0015875,2.54E-04,5.35E+08
0.001612305,2.79E-04,5.35E+08
0.001637109,3.05E-04,5.34E+08
0.001562695,2.79E-04,5.35E+08
0.0015875,3.05E-04,5.35E+08
0.001537891,3.05E-04,5.36E+08
0.00195957,1.27E-04,5.30E+08
0.001934766,1.02E-04,5.30E+08
0.001909961,7.62E-05,5.31E+08
0.001885156,5.08E-05,5.31E+08
0.001860352,2.54E-05,5.31E+08
0.001835547,-6.00E-15,5.32E+08
0.001984375,1.02E-04,5.30E+08
0.00195957,7.62E-05,5.30E+08
0.001934766,5.08E-05,5.30E+08
0.001909961,2.54E-05,5.31E+08
0.001885156,-6.00E-15,5.31E+08
0.00200918,7.62E-05,5.29E+08
0.001984375,5.08E-05,5.30E+08
0.00195957,2.54E-05,5.30E+08
0.001934766,-6.00E-15,5.30E+08
0.002033984,5.08E-05,5.29E+08
0.00200918,2.54E-05,5.29E+08
0.001984375,-6.00E-15,5.30E+08
0.002058789,2.54E-05,5.29E+08
0.002033984,-6.00E-15,5.29E+08
0.002083594,-6.00E-15,5.28E+08
0.002108398,2.54E-05,5.28E+08
0.002133203,5.08E-05,5.28E+08
0.002158008,7.62E-05,5.27E+08
0.002182812,1.02E-04,5.27E+08
0.002207617,1.27E-04,5.27E+08
0.002232422,1.52E-04,5.26E+08
0.002083594,5.08E-05,5.29E+08
0.002108398,7.62E-05,5.28E+08
0.002133203,1.02E-04,5.28E+08
0.002158008,1.27E-04,5.28E+08
0.002182812,1.52E-04,5.27E+08
0.002058789,7.62E-05,5.29E+08
0.002083594,1.02E-04,5.29E+08
0.002108398,1.27E-04,5.28E+08
0.002133203,1.52E-04,5.28E+08
0.002033984,1.02E-04,5.29E+08
0.002058789,1.27E-04,5.29E+08
0.002083594,1.52E-04,5.29E+08
0.00200918,1.27E-04,5.29E+08
0.002033984,1.52E-04,5.29E+08
0.001984375,1.52E-04,5.30E+08
0.00195957,1.78E-04,5.30E+08
0.001984375,2.03E-04,5.30E+08
0.00200918,2.29E-04,5.29E+08
0.002033984,2.54E-04,5.29E+08
0.002058789,2.79E-04,5.29E+08
0.002083594,3.05E-04,5.28E+08
0.001934766,2.03E-04,5.30E+08
0.00195957,2.29E-04,5.30E+08
0.001984375,2.54E-04,5.30E+08
0.00200918,2.79E-04,5.29E+08
0.002033984,3.05E-04,5.29E+08
0.001909961,2.29E-04,5.31E+08
0.001934766,2.54E-04,5.30E+08
0.00195957,2.79E-04,5.30E+08
0.001984375,3.05E-04,5.30E+08
0.001885156,2.54E-04,5.31E+08
0.001909961,2.79E-04,5.31E+08
0.001934766,3.05E-04,5.30E+08
0.001860352,2.79E-04,5.31E+08
0.001885156,3.05E-04,5.31E+08
0.001835547,3.05E-04,5.32E+08
0.002108398,2.79E-04,5.28E+08
0.002083594,2.54E-04,5.28E+08
0.002058789,2.29E-04,5.29E+08
0.002033984,2.03E-04,5.29E+08
0.00200918,1.78E-04,5.29E+08
0.002133203,2.54E-04,5.28E+08
0.002108398,2.29E-04,5.28E+08
0.002083594,2.03E-04,5.28E+08
0.002058789,1.78E-04,5.29E+08
0.002158008,2.29E-04,5.27E+08
0.002133203,2.03E-04,5.28E+08
0.002108398,1.78E-04,5.28E+08
0.002182812,2.03E-04,5.27E+08
0.002158008,1.78E-04,5.28E+08
0.002207617,1.78E-04,5.27E+08
0.002257227,1.27E-04,5.26E+08
0.002232422,1.02E-04,5.26E+08
0.002207617,7.62E-05,5.27E+08
0.002182812,5.08E-05,5.27E+08
0.002158008,2.54E-05,5.27E+08
0.002133203,-6.00E-15,5.28E+08
0.002282031,1.02E-04,5.26E+08
0.002257227,7.62E-05,5.26E+08
0.002232422,5.08E-05,5.26E+08
0.002207617,2.54E-05,5.27E+08
0.002182812,-6.00E-15,5.27E+08
0.002306836,7.62E-05,5.26E+08
0.002282031,5.08E-05,5.26E+08
0.002257227,2.54E-05,5.26E+08
0.002232422,-6.00E-15,5.26E+08
0.002331641,5.08E-05,5.25E+08
0.002306836,2.54E-05,5.26E+08
0.002282031,-6.00E-15,5.26E+08
0.002356445,2.54E-05,5.25E+08
0.002331641,-6.00E-15,5.25E+08
0.00238125,-6.00E-15,5.25E+08
0.002406055,2.54E-05,5.25E+08
0.002430859,5.08E-05,5.25E+08
0.002455664,7.62E-05,5.24E+08
0.002480469,1.02E-04,5.24E+08
0.002505273,1.27E-04,5.24E+08
0.002530078,1.52E-04,5.24E+08
0.00238125,5.08E-05,5.25E+08
0.002406055,7.62E-05,5.25E+08
0.002430859,1.02E-04,5.25E+08
0.002455664,1.27E-04,5.24E+08
0.002480469,1.52E-04,5.24E+08
0.002356445,7.62E-05,5.25E+08
0.00238125,1.02E-04,5.25E+08
0.002406055,1.27E-04,5.25E+08
0.002430859,1.52E-04,5.25E+08
0.002331641,1.02E-04,5.26E+08
0.002356445,1.27E-04,5.25E+08
0.00238125,1.52E-04,5.25E+08
0.002306836,1.27E-04,5.26E+08
0.002331641,1.52E-04,5.26E+08
0.002282031,1.52E-04,5.26E+08
0.002257227,1.78E-04,5.26E+08
0.002282031,2.03E-04,5.26E+08
0.002306836,2.29E-04,5.26E+08
0.002331641,2.54E-04,5.25E+08
0.002356445,2.79E-04,5.25E+08
0.00238125,3.05E-04,5.25E+08
0.002232422,2.03E-04,5.26E+08
0.002257227,2.29E-04,5.26E+08
0.002282031,2.54E-04,5.26E+08
0.002306836,2.79E-04,5.26E+08
0.002331641,3.05E-04,5.25E+08
0.002207617,2.29E-04,5.27E+08
0.002232422,2.54E-04,5.26E+08
