% Model,COMSOL_Bitter_Coils_01.mph,
0.002257227,2.79E-04,5.26E+08
0.002282031,3.05E-04,5.26E+08
0.002182812,2.54E-04,5.27E+08
0.002207617,2.79E-04,5.27E+08
0.002232422,3.05E-04,5.26E+08
0.002158008,2.79E-04,5.27E+08
0.002182812,3.05E-04,5.27E+08
0.002133203,3.05E-04,5.27E+08
0.002406055,2.79E-04,5.25E+08
0.00238125,2.54E-04,5.25E+08
0.002356445,2.29E-04,5.25E+08
0.002331641,2.03E-04,5.26E+08
0.002306836,1.78E-04,5.26E+08
0.002430859,2.54E-04,5.25E+08
0.002406055,2.29E-04,5.25E+08
0.00238125,2.03E-04,5.25E+08
0.002356445,1.78E-04,5.25E+08
0.002455664,2.29E-04,5.24E+08
0.002430859,2.03E-04,5.25E+08
0.002406055,1.78E-04,5.25E+08
0.002480469,2.03E-04,5.24E+08
0.002455664,1.78E-04,5.24E+08
0.002505273,1.78E-04,5.24E+08
0.002554883,1.27E-04,5.24E+08
0.002530078,1.02E-04,5.24E+08
0.002505273,7.62E-05,5.24E+08
0.002480469,5.08E-05,5.24E+08
0.002455664,2.54E-05,5.24E+08
0.002430859,-6.00E-15,5.25E+08
0.002579687,1.02E-04,5.23E+08
0.002554883,7.62E-05,5.24E+08
0.002530078,5.08E-05,5.24E+08
0.002505273,2.54E-05,5.24E+08
0.002480469,-6.00E-15,5.24E+08
0.002604492,7.62E-05,5.23E+08
0.002579687,5.08E-05,5.23E+08
0.002554883,2.54E-05,5.24E+08
0.002530078,-6.00E-15,5.24E+08
0.002629297,5.08E-05,5.23E+08
0.002604492,2.54E-05,5.23E+08
0.002579687,-6.00E-15,5.23E+08
0.002654102,2.54E-05,5.23E+08
0.002629297,-6.00E-15,5.23E+08
0.002678906,-6.00E-15,5.23E+08
0.002703711,2.54E-05,5.22E+08
0.002728516,5.08E-05,5.22E+08
0.00275332,7.62E-05,5.22E+08
0.002778125,1.02E-04,5.22E+08
0.00280293,1.27E-04,5.22E+08
0.002827734,1.52E-04,5.21E+08
0.002678906,5.08E-05,5.23E+08
0.002703711,7.62E-05,5.23E+08
0.002728516,1.02E-04,5.22E+08
0.00275332,1.27E-04,5.22E+08
0.002778125,1.52E-04,5.22E+08
0.002654102,7.62E-05,5.23E+08
0.002678906,1.02E-04,5.23E+08
0.002703711,1.27E-04,5.23E+08
0.002728516,1.52E-04,5.22E+08
0.002629297,1.02E-04,5.23E+08
0.002654102,1.27E-04,5.23E+08
0.002678906,1.52E-04,5.23E+08
0.002604492,1.27E-04,5.23E+08
0.002629297,1.52E-04,5.23E+08
0.002579687,1.52E-04,5.24E+08
0.002554883,1.78E-04,5.24E+08
0.002579687,2.03E-04,5.23E+08
0.002604492,2.29E-04,5.23E+08
0.002629297,2.54E-04,5.23E+08
0.002654102,2.79E-04,5.23E+08
0.002678906,3.05E-04,5.22E+08
0.002530078,2.03E-04,5.24E+08
0.002554883,2.29E-04,5.24E+08
0.002579687,2.54E-04,5.23E+08
0.002604492,2.79E-04,5.23E+08
0.002629297,3.05E-04,5.23E+08
0.002505273,2.29E-04,5.24E+08
0.002530078,2.54E-04,5.24E+08
0.002554883,2.79E-04,5.24E+08
0.002579687,3.05E-04,5.23E+08
0.002480469,2.54E-04,5.24E+08
0.002505273,2.79E-04,5.24E+08
0.002530078,3.05E-04,5.24E+08
0.002455664,2.79E-04,5.24E+08
0.002480469,3.05E-04,5.24E+08
0.002430859,3.05E-04,5.25E+08
0.002703711,2.79E-04,5.22E+08
0.002678906,2.54E-04,5.23E+08
0.002654102,2.29E-04,5.23E+08
0.002629297,2.03E-04,5.23E+08
0.002604492,1.78E-04,5.23E+08
0.002728516,2.54E-04,5.22E+08
0.002703711,2.29E-04,5.22E+08
0.002678906,2.03E-04,5.23E+08
0.002654102,1.78E-04,5.23E+08
0.00275332,2.29E-04,5.22E+08
0.002728516,2.03E-04,5.22E+08
0.002703711,1.78E-04,5.22E+08
0.002778125,2.03E-04,5.22E+08
0.00275332,1.78E-04,5.22E+08
0.00280293,1.78E-04,5.21E+08
0.002852539,1.27E-04,5.21E+08
0.002827734,1.02E-04,5.21E+08
0.00280293,7.62E-05,5.21E+08
0.002778125,5.08E-05,5.22E+08
0.00275332,2.54E-05,5.22E+08
0.002728516,-6.00E-15,5.22E+08
0.002877344,1.02E-04,5.21E+08
0.002852539,7.62E-05,5.21E+08
0.002827734,5.08E-05,5.21E+08
0.00280293,2.54E-05,5.22E+08
0.002778125,-6.00E-15,5.22E+08
0.002902148,7.62E-05,5.21E+08
0.002877344,5.08E-05,5.21E+08
0.002852539,2.54E-05,5.21E+08
0.002827734,-6.00E-15,5.21E+08
0.002926953,5.08E-05,5.21E+08
0.002902148,2.54E-05,5.21E+08
0.002877344,-6.00E-15,5.21E+08
0.002951758,2.54E-05,5.21E+08
0.002926953,-6.00E-15,5.21E+08
0.002976562,-6.00E-15,5.21E+08
0.003001367,2.54E-05,5.21E+08
0.003026172,5.08E-05,5.20E+08
0.003050977,7.62E-05,5.20E+08
0.003075781,1.02E-04,5.20E+08
0.003100586,1.27E-04,5.20E+08
0.003125391,1.52E-04,5.20E+08
0.002976562,5.08E-05,5.21E+08
0.003001367,7.62E-05,5.21E+08
0.003026172,1.02E-04,5.21E+08
0.003050977,1.27E-04,5.20E+08
0.003075781,1.52E-04,5.20E+08
0.002951758,7.62E-05,5.21E+08
0.002976562,1.02E-04,5.21E+08
0.003001367,1.27E-04,5.21E+08
0.003026172,1.52E-04,5.21E+08
0.002926953,1.02E-04,5.21E+08
0.002951758,1.27E-04,5.21E+08
0.002976562,1.52E-04,5.21E+08
0.002902148,1.27E-04,5.21E+08
0.002926953,1.52E-04,5.21E+08
0.002877344,1.52E-04,5.21E+08
0.002852539,1.78E-04,5.21E+08
0.002877344,2.03E-04,5.21E+08
0.002902148,2.29E-04,5.21E+08
0.002926953,2.54E-04,5.21E+08
0.002951758,2.79E-04,5.21E+08
0.002976562,3.05E-04,5.21E+08
0.002827734,2.03E-04,5.21E+08
0.002852539,2.29E-04,5.21E+08
0.002877344,2.54E-04,5.21E+08
0.002902148,2.79E-04,5.21E+08
0.002926953,3.05E-04,5.21E+08
0.00280293,2.29E-04,5.21E+08
0.002827734,2.54E-04,5.21E+08
0.002852539,2.79E-04,5.21E+08
0.002877344,3.05E-04,5.21E+08
0.002778125,2.54E-04,5.22E+08
0.00280293,2.79E-04,5.21E+08
0.002827734,3.05E-04,5.21E+08
0.00275332,2.79E-04,5.22E+08
0.002778125,3.05E-04,5.22E+08
0.002728516,3.05E-04,5.22E+08
0.003001367,2.79E-04,5.20E+08
0.002976562,2.54E-04,5.21E+08
0.002951758,2.29E-04,5.21E+08
0.002926953,2.03E-04,5.21E+08
0.002902148,1.78E-04,5.21E+08
0.003026172,2.54E-04,5.20E+08
0.003001367,2.29E-04,5.21E+08
0.002976562,2.03E-04,5.21E+08
0.002951758,1.78E-04,5.21E+08
0.003050977,2.29E-04,5.20E+08
0.003026172,2.03E-04,5.21E+08
0.003001367,1.78E-04,5.21E+08
0.003075781,2.03E-04,5.20E+08
0.003050977,1.78E-04,5.20E+08
0.003100586,1.78E-04,5.20E+08
0.003150195,1.27E-04,5.20E+08
0.003125391,1.02E-04,5.20E+08
0.003100586,7.62E-05,5.20E+08
0.003075781,5.08E-05,5.20E+08
0.003050977,2.54E-05,5.20E+08
0.003026172,-6.00E-15,5.20E+08
0.003175,1.02E-04,5.20E+08
0.003150195,7.62E-05,5.20E+08
0.003125391,5.08E-05,5.20E+08
0.003100586,2.54E-05,5.20E+08
0.003075781,-6.00E-15,5.20E+08
0.003199805,7.62E-05,5.19E+08
0.003175,5.08E-05,5.20E+08
0.003150195,2.54E-05,5.20E+08
0.003125391,-6.00E-15,5.20E+08
0.003224609,5.08E-05,5.19E+08
0.003199805,2.54E-05,5.20E+08
0.003175,-6.00E-15,5.20E+08
0.003249414,2.54E-05,5.19E+08
0.003224609,-6.00E-15,5.19E+08
0.003274219,-6.00E-15,5.19E+08
0.003299023,2.54E-05,5.19E+08
0.003323828,5.08E-05,5.19E+08
0.003348633,7.62E-05,5.19E+08
0.003373437,1.02E-04,5.19E+08
0.003398242,1.27E-04,5.19E+08
0.003423047,1.52E-04,5.19E+08
0.003274219,5.08E-05,5.19E+08
0.003299023,7.62E-05,5.19E+08
0.003323828,1.02E-04,5.19E+08
0.003348633,1.27E-04,5.19E+08
0.003373437,1.52E-04,5.19E+08
0.003249414,7.62E-05,5.19E+08
0.003274219,1.02E-04,5.19E+08
0.003299023,1.27E-04,5.19E+08
0.003323828,1.52E-04,5.19E+08
0.003224609,1.02E-04,5.19E+08
0.003249414,1.27E-04,5.19E+08
0.003274219,1.52E-04,5.19E+08
0.003199805,1.27E-04,5.19E+08
0.003224609,1.52E-04,5.19E+08
0.003175,1.52E-04,5.20E+08
0.003274219,3.05E-04,5.19E+08
0.003249414,2.79E-04,5.19E+08
0.003224609,2.54E-04,5.19E+08
0.003199805,2.29E-04,5.19E+08
0.003175,2.03E-04,5.20E+08
0.003150195,1.78E-04,5.20E+08
0.003299023,2.79E-04,5.19E+08
0.003274219,2.54E-04,5.19E+08
0.003249414,2.29E-04,5.19E+08
0.003224609,2.03E-04,5.19E+08
0.003199805,1.78E-04,5.19E+08
0.003323828,2.54E-04,5.19E+08
0.003299023,2.29E-04,5.19E+08
0.003274219,2.03E-04,5.19E+08
0.003249414,1.78E-04,5.19E+08
0.003348633,2.29E-04,5.19E+08
0.003323828,2.03E-04,5.19E+08
0.003299023,1.78E-04,5.19E+08
0.003373437,2.03E-04,5.19E+08
0.003348633,1.78E-04,5.19E+08
0.003398242,1.78E-04,5.19E+08
0.003125391,2.03E-04,5.20E+08
0.003150195,2.29E-04,5.20E+08
0.003175,2.54E-04,5.19E+08
0.003199805,2.79E-04,5.19E+08
0.003224609,3.05E-04,5.19E+08
0.003100586,2.29E-04,5.20E+08
0.003125391,2.54E-04,5.20E+08
0.003150195,2.79E-04,5.20E+08
0.003175,3.05E-04,5.19E+08
0.003075781,2.54E-04,5.20E+08
0.003100586,2.79E-04,5.20E+08
0.003125391,3.05E-04,5.20E+08
0.003050977,2.79E-04,5.20E+08
0.003075781,3.05E-04,5.20E+08
0.003026172,3.05E-04,5.20E+08
0.003447852,1.27E-04,5.19E+08
0.003423047,1.02E-04,5.19E+08
0.003398242,7.62E-05,5.19E+08
0.003373437,5.08E-05,5.19E+08
0.003348633,2.54E-05,5.19E+08
0.003323828,-6.00E-15,5.19E+08
0.003472656,1.02E-04,5.19E+08
0.003447852,7.62E-05,5.19E+08
0.003423047,5.08E-05,5.19E+08
0.003398242,2.54E-05,5.19E+08
0.003373437,-6.00E-15,5.19E+08
0.003497461,7.62E-05,5.19E+08
0.003472656,5.08E-05,5.19E+08
0.003447852,2.54E-05,5.19E+08
0.003423047,-6.00E-15,5.19E+08
0.003522266,5.08E-05,5.18E+08
0.003497461,2.54E-05,5.19E+08
0.003472656,-6.00E-15,5.19E+08
0.00354707,2.54E-05,5.18E+08
0.003522266,-6.00E-15,5.19E+08
0.003571875,-6.00E-15,5.18E+08
0.00359668,2.54E-05,5.18E+08
0.003621484,5.08E-05,5.18E+08
0.003646289,7.62E-05,5.18E+08
0.003671094,1.02E-04,5.18E+08
0.003695898,1.27E-04,5.18E+08
0.003720703,1.52E-04,5.18E+08
0.003571875,5.08E-05,5.18E+08
0.00359668,7.62E-05,5.18E+08
0.003621484,1.02E-04,5.18E+08
0.003646289,1.27E-04,5.18E+08
0.003671094,1.52E-04,5.18E+08
0.00354707,7.62E-05,5.18E+08
0.003571875,1.02E-04,5.18E+08
0.00359668,1.27E-04,5.18E+08
0.003621484,1.52E-04,5.18E+08
0.003522266,1.02E-04,5.18E+08
0.00354707,1.27E-04,5.18E+08
0.003571875,1.52E-04,5.18E+08
0.003497461,1.27E-04,5.18E+08
0.003522266,1.52E-04,5.18E+08
0.003472656,1.52E-04,5.19E+08
0.003447852,1.78E-04,5.19E+08
0.003472656,2.03E-04,5.19E+08
0.003497461,2.29E-04,5.18E+08
0.003522266,2.54E-04,5.18E+08
0.00354707,2.79E-04,5.18E+08
0.003571875,3.05E-04,5.18E+08
0.003423047,2.03E-04,5.19E+08
0.003447852,2.29E-04,5.19E+08
0.003472656,2.54E-04,5.18E+08
0.003497461,2.79E-04,5.18E+08
0.003522266,3.05E-04,5.18E+08
0.003398242,2.29E-04,5.19E+08
0.003423047,2.54E-04,5.19E+08
0.003447852,2.79E-04,5.19E+08
0.003472656,3.05E-04,5.18E+08
0.003373437,2.54E-04,5.19E+08
0.003398242,2.79E-04,5.19E+08
0.003423047,3.05E-04,5.19E+08
0.003348633,2.79E-04,5.19E+08
0.003373437,3.05E-04,5.19E+08
0.003323828,3.05E-04,5.19E+08
0.00359668,2.79E-04,5.18E+08
0.003571875,2.54E-04,5.18E+08
0.00354707,2.29E-04,5.18E+08
0.003522266,2.03E-04,5.18E+08
0.003497461,1.78E-04,5.18E+08
0.003621484,2.54E-04,5.18E+08
0.00359668,2.29E-04,5.18E+08
0.003571875,2.03E-04,5.18E+08
0.00354707,1.78E-04,5.18E+08
0.003646289,2.29E-04,5.18E+08
0.003621484,2.03E-04,5.18E+08
0.00359668,1.78E-04,5.18E+08
0.003671094,2.03E-04,5.18E+08
0.003646289,1.78E-04,5.18E+08
0.003695898,1.78E-04,5.18E+08
0.003745508,1.27E-04,5.18E+08
0.003720703,1.02E-04,5.18E+08
0.003695898,7.62E-05,5.18E+08
0.003671094,5.08E-05,5.18E+08
0.003646289,2.54E-05,5.18E+08
0.003621484,-6.00E-15,5.18E+08
0.003770312,1.02E-04,5.18E+08
0.003745508,7.62E-05,5.18E+08
0.003720703,5.08E-05,5.18E+08
0.003695898,2.54E-05,5.18E+08
0.003671094,-6.00E-15,5.18E+08
0.003795117,7.62E-05,5.18E+08
0.003770312,5.08E-05,5.18E+08
0.003745508,2.54E-05,5.18E+08
0.003720703,-6.01E-15,5.18E+08
0.003819922,5.08E-05,5.18E+08
0.003795117,2.54E-05,5.18E+08
0.003770312,-6.01E-15,5.18E+08
0.003844727,2.54E-05,5.18E+08
0.003819922,-6.01E-15,5.18E+08
0.003869531,-6.01E-15,5.18E+08
0.003894336,2.54E-05,5.18E+08
0.003919141,5.08E-05,5.18E+08
0.003943945,7.62E-05,5.18E+08
0.00396875,1.02E-04,5.18E+08
0.003993555,1.27E-04,5.18E+08
0.004018359,1.52E-04,5.18E+08
0.003869531,5.08E-05,5.18E+08
0.003894336,7.62E-05,5.18E+08
0.003919141,1.02E-04,5.18E+08
0.003943945,1.27E-04,5.18E+08
0.00396875,1.52E-04,5.18E+08
0.003844727,7.62E-05,5.18E+08
0.003869531,1.02E-04,5.18E+08
0.003894336,1.27E-04,5.18E+08
0.003919141,1.52E-04,5.18E+08
0.003819922,1.02E-04,5.18E+08
0.003844727,1.27E-04,5.18E+08
0.003869531,1.52E-04,5.18E+08
0.003795117,1.27E-04,5.18E+08
0.003819922,1.52E-04,5.18E+08
0.003770312,1.52E-04,5.18E+08
0.003869531,3.05E-04,5.18E+08
0.003844727,2.79E-04,5.18E+08
0.003819922,2.54E-04,5.18E+08
0.003795117,2.29E-04,5.18E+08
0.003770312,2.03E-04,5.18E+08
0.003745508,1.78E-04,5.18E+08
0.003894336,2.79E-04,5.18E+08
0.003869531,2.54E-04,5.18E+08
0.003844727,2.29E-04,5.18E+08
0.003819922,2.03E-04,5.18E+08
0.003795117,1.78E-04,5.18E+08
0.003919141,2.54E-04,5.18E+08
0.003894336,2.29E-04,5.18E+08
0.003869531,2.03E-04,5.18E+08
0.003844727,1.78E-04,5.18E+08
0.003943945,2.29E-04,5.18E+08
0.003919141,2.03E-04,5.18E+08
0.003894336,1.78E-04,5.18E+08
0.00396875,2.03E-04,5.18E+08
0.003943945,1.78E-04,5.18E+08
0.003993555,1.78E-04,5.18E+08
0.003720703,2.03E-04,5.18E+08
0.003745508,2.29E-04,5.18E+08
0.003770312,2.54E-04,5.18E+08
0.003795117,2.79E-04,5.18E+08
0.003819922,3.05E-04,5.18E+08
0.003695898,2.29E-04,5.18E+08
0.003720703,2.54E-04,5.18E+08
0.003745508,2.79E-04,5.18E+08
0.003770312,3.05E-04,5.18E+08
0.003671094,2.54E-04,5.18E+08
0.003695898,2.79E-04,5.18E+08
0.003720703,3.05E-04,5.18E+08
0.003646289,2.79E-04,5.18E+08
0.003671094,3.05E-04,5.18E+08
0.003621484,3.05E-04,5.18E+08
0.004043164,1.27E-04,5.18E+08
0.004018359,1.02E-04,5.18E+08
0.003993555,7.62E-05,5.18E+08
0.00396875,5.08E-05,5.18E+08
0.003943945,2.54E-05,5.18E+08
0.003919141,-6.01E-15,5.18E+08
0.004067969,1.02E-04,5.17E+08
0.004043164,7.62E-05,5.17E+08
0.004018359,5.08E-05,5.18E+08
0.003993555,2.54E-05,5.18E+08
0.00396875,-6.01E-15,5.18E+08
0.004092773,7.62E-05,5.17E+08
0.004067969,5.08E-05,5.17E+08
0.004043164,2.54E-05,5.17E+08
0.004018359,-6.01E-15,5.17E+08
0.004117578,5.08E-05,5.17E+08
0.004092773,2.54E-05,5.17E+08
0.004067969,-6.01E-15,5.17E+08
0.004142383,2.54E-05,5.17E+08
0.004117578,-6.01E-15,5.17E+08
0.004167187,-6.01E-15,5.17E+08
0.004191992,2.54E-05,5.17E+08
0.004216797,5.08E-05,5.17E+08
0.004241602,7.62E-05,5.17E+08
0.004266406,1.02E-04,5.17E+08
0.004291211,1.27E-04,5.17E+08
0.004316016,1.52E-04,5.17E+08
0.004167187,5.08E-05,5.17E+08
0.004191992,7.62E-05,5.17E+08
0.004216797,1.02E-04,5.17E+08
0.004241602,1.27E-04,5.17E+08
0.004266406,1.52E-04,5.17E+08
0.004142383,7.62E-05,5.17E+08
0.004167187,1.02E-04,5.17E+08
0.004191992,1.27E-04,5.17E+08
0.004216797,1.52E-04,5.17E+08
0.004117578,1.02E-04,5.18E+08
0.004142383,1.27E-04,5.17E+08
0.004167187,1.52E-04,5.17E+08
0.004092773,1.27E-04,5.18E+08
0.004117578,1.52E-04,5.18E+08
0.004067969,1.52E-04,5.18E+08
0.004043164,1.78E-04,5.18E+08
0.004067969,2.03E-04,5.17E+08
0.004092773,2.29E-04,5.17E+08
0.004117578,2.54E-04,5.17E+08
0.004142383,2.79E-04,5.17E+08
0.004167187,3.05E-04,5.17E+08
0.004018359,2.03E-04,5.17E+08
0.004043164,2.29E-04,5.17E+08
0.004067969,2.54E-04,5.17E+08
0.004092773,2.79E-04,5.17E+08
0.004117578,3.05E-04,5.17E+08
0.003993555,2.29E-04,5.18E+08
0.004018359,2.54E-04,5.17E+08
0.004043164,2.79E-04,5.17E+08
0.004067969,3.05E-04,5.17E+08
0.00396875,2.54E-04,5.18E+08
0.003993555,2.79E-04,5.17E+08
0.004018359,3.05E-04,5.17E+08
0.003943945,2.79E-04,5.18E+08
0.00396875,3.05E-04,5.18E+08
0.003919141,3.05E-04,5.18E+08
0.004191992,2.79E-04,5.17E+08
0.004167187,2.54E-04,5.17E+08
0.004142383,2.29E-04,5.17E+08
0.004117578,2.03E-04,5.17E+08
0.004092773,1.78E-04,5.17E+08
0.004216797,2.54E-04,5.17E+08
0.004191992,2.29E-04,5.17E+08
0.004167187,2.03E-04,5.17E+08
0.004142383,1.78E-04,5.17E+08
0.004241602,2.29E-04,5.17E+08
0.004216797,2.03E-04,5.17E+08
0.004191992,1.78E-04,5.17E+08
0.004266406,2.03E-04,5.17E+08
0.004241602,1.78E-04,5.17E+08
0.004291211,1.78E-04,5.17E+08
0.00434082,1.27E-04,5.17E+08
0.004316016,1.02E-04,5.17E+08
0.004291211,7.62E-05,5.17E+08
0.004266406,5.08E-05,5.17E+08
0.004241602,2.54E-05,5.17E+08
0.004216797,-6.01E-15,5.17E+08
0.004365625,1.02E-04,5.17E+08
0.00434082,7.62E-05,5.17E+08
0.004316016,5.08E-05,5.17E+08
0.004291211,2.54E-05,5.17E+08
0.004266406,-6.01E-15,5.17E+08
0.00439043,7.62E-05,5.17E+08
0.004365625,5.08E-05,5.17E+08
0.00434082,2.54E-05,5.17E+08
0.004316016,-6.01E-15,5.17E+08
0.004415234,5.08E-05,5.17E+08
0.00439043,2.54E-05,5.17E+08
0.004365625,-6.01E-15,5.17E+08
0.004440039,2.54E-05,5.17E+08
0.004415234,-6.01E-15,5.17E+08
0.004464844,-6.01E-15,5.17E+08
0.004489648,2.54E-05,5.17E+08
0.004514453,5.08E-05,5.17E+08
0.004539258,7.62E-05,5.17E+08
0.004564062,1.02E-04,5.17E+08
0.004588867,1.27E-04,5.17E+08
0.004613672,1.52E-04,5.18E+08
0.004464844,5.08E-05,5.17E+08
0.004489648,7.62E-05,5.17E+08
0.004514453,1.02E-04,5.17E+08
0.004539258,1.27E-04,5.17E+08
0.004564062,1.52E-04,5.17E+08
0.004440039,7.62E-05,5.17E+08
0.004464844,1.02E-04,5.17E+08
0.004489648,1.27E-04,5.17E+08
0.004514453,1.52E-04,5.17E+08
0.004415234,1.02E-04,5.17E+08
0.004440039,1.27E-04,5.17E+08
0.004464844,1.52E-04,5.17E+08
0.00439043,1.27E-04,5.17E+08
0.004415234,1.52E-04,5.17E+08
0.004365625,1.52E-04,5.17E+08
0.004464844,3.05E-04,5.17E+08
0.004440039,2.79E-04,5.17E+08
0.004415234,2.54E-04,5.17E+08
0.00439043,2.29E-04,5.17E+08
0.004365625,2.03E-04,5.17E+08
0.00434082,1.78E-04,5.17E+08
0.004489648,2.79E-04,5.17E+08
0.004464844,2.54E-04,5.17E+08
0.004440039,2.29E-04,5.17E+08
0.004415234,2.03E-04,5.17E+08
0.00439043,1.78E-04,5.17E+08
0.004514453,2.54E-04,5.17E+08
0.004489648,2.29E-04,5.17E+08
0.004464844,2.03E-04,5.17E+08
0.004440039,1.78E-04,5.17E+08
0.004539258,2.29E-04,5.17E+08
0.004514453,2.03E-04,5.17E+08
0.004489648,1.78E-04,5.17E+08
0.004564062,2.03E-04,5.17E+08
0.004539258,1.78E-04,5.17E+08
0.004588867,1.78E-04,5.17E+08
0.004316016,2.03E-04,5.17E+08
0.00434082,2.29E-04,5.17E+08
0.004365625,2.54E-04,5.17E+08
0.00439043,2.79E-04,5.17E+08
0.004415234,3.05E-04,5.17E+08
0.004291211,2.29E-04,5.17E+08
0.004316016,2.54E-04,5.17E+08
0.00434082,2.79E-04,5.17E+08
0.004365625,3.05E-04,5.17E+08
0.004266406,2.54E-04,5.17E+08
0.004291211,2.79E-04,5.17E+08
0.004316016,3.05E-04,5.17E+08
0.004241602,2.79E-04,5.17E+08
0.004266406,3.05E-04,5.17E+08
0.004216797,3.05E-04,5.17E+08
0.004638477,1.27E-04,5.18E+08
0.004613672,1.02E-04,5.18E+08
0.004588867,7.62E-05,5.18E+08
0.004564062,5.08E-05,5.17E+08
0.004539258,2.54E-05,5.17E+08
0.004514453,-6.01E-15,5.17E+08
0.004663281,1.02E-04,5.18E+08
0.004638477,7.62E-05,5.18E+08
0.004613672,5.08E-05,5.18E+08
0.004588867,2.54E-05,5.17E+08
0.004564062,-6.01E-15,5.17E+08
0.004688086,7.62E-05,5.18E+08
0.004663281,5.08E-05,5.18E+08
0.004638477,2.54E-05,5.18E+08
0.004613672,-6.01E-15,5.17E+08
0.004712891,5.08E-05,5.18E+08
0.004688086,2.54E-05,5.18E+08
0.004663281,-6.01E-15,5.18E+08
0.004737695,2.54E-05,5.18E+08
0.004712891,-6.01E-15,5.18E+08
0.0047625,-6.01E-15,5.17E+08
0.004638477,1.78E-04,5.18E+08
0.004663281,1.52E-04,5.18E+08
0.004688086,1.27E-04,5.18E+08
0.004712891,1.02E-04,5.18E+08
0.004737695,7.62E-05,5.17E+08
0.0047625,5.08E-05,5.17E+08
0.004663281,2.03E-04,5.18E+08
0.004688086,1.78E-04,5.18E+08
0.004712891,1.52E-04,5.18E+08
0.004737695,1.27E-04,5.18E+08
0.0047625,1.02E-04,5.17E+08
0.004688086,2.29E-04,5.18E+08
0.004712891,2.03E-04,5.18E+08
0.004737695,1.78E-04,5.18E+08
0.0047625,1.52E-04,5.17E+08
0.004712891,2.54E-04,5.18E+08
0.004737695,2.29E-04,5.18E+08
0.0047625,2.03E-04,5.17E+08
0.004737695,2.79E-04,5.17E+08
0.0047625,2.54E-04,5.18E+08
0.0047625,3.05E-04,5.17E+08
0.004613672,2.03E-04,5.17E+08
0.004638477,2.29E-04,5.17E+08
0.004663281,2.54E-04,5.17E+08
0.004688086,2.79E-04,5.17E+08
0.004712891,3.05E-04,5.17E+08
0.004588867,2.29E-04,5.17E+08
0.004613672,2.54E-04,5.17E+08
0.004638477,2.79E-04,5.17E+08
0.004663281,3.05E-04,5.17E+08
0.004564062,2.54E-04,5.17E+08
0.004588867,2.79E-04,5.17E+08
0.004613672,3.05E-04,5.17E+08
0.004539258,2.79E-04,5.17E+08
0.004564062,3.05E-04,5.17E+08
0.004514453,3.05E-04,5.17E+08
